"","loci.group_name","loci.value","starts.value","ends.value"
"9609","ENST00000523807","5",68280709,68280727
"9610","ENST00000521381","5",68280673,68280691
"9611","ENST00000522084","5",68280709,68280727
"9612","ENST00000521657","5",68280709,68280727
"9613","ENST00000518813","5",68297451,68297469
"9614","ENST00000523872","5",68297451,68297469
"9615","ENST00000320694","5",68297451,68297469
"9616","ENST00000521381","5",68297415,68297433
"9617","ENST00000336483","5",68297451,68297469
"9618","ENST00000521657","5",68297451,68297469
"9619","ENST00000518813","5",68292269,68292287
"9620","ENST00000518292","5",68292269,68292287
"9621","ENST00000320694","5",68292269,68292287
"9622","ENST00000523807","5",68292269,68292287
"9623","ENST00000521381","5",68280981,68280999
"9624","ENST00000336483","5",68292269,68292287
"9625","ENST00000522084","5",68292269,68292287
"9626","ENST00000521657","5",68292269,68292287
"9627","ENST00000521381","5",68226684,68226702
"9628","ENST00000521657","5",68226720,68226738
"9629","ENST00000517412","5",68226720,68226738
"9630","ENST00000518813","5",68296301,68296319
"9631","ENST00000523872","5",68296301,68296319
"9632","ENST00000320694","5",68296301,68296319
"9633","ENST00000521381","5",68296265,68296283
"9634","ENST00000336483","5",68296301,68296319
"9635","ENST00000521657","5",68296301,68296319
"9636","ENST00000518813","5",68297412,68297430
"9637","ENST00000523872","5",68297412,68297430
"9638","ENST00000320694","5",68297412,68297430
"9639","ENST00000521381","5",68296306,68296324
"9640","ENST00000336483","5",68297412,68297430
"9641","ENST00000521657","5",68297412,68297430
"9642","ENST00000518813","5",68296328,68296341
"9643","ENST00000518813","5",68297411,68297416
"9644","ENST00000523872","5",68296328,68296341
"9645","ENST00000523872","5",68297411,68297416
"9646","ENST00000320694","5",68296328,68296341
"9647","ENST00000320694","5",68297411,68297416
"9648","ENST00000521381","5",68296292,68296310
"9649","ENST00000336483","5",68296328,68296341
"9650","ENST00000336483","5",68297411,68297416
"9651","ENST00000521657","5",68296328,68296341
"9652","ENST00000521657","5",68297411,68297416
"9653","ENST00000521381","5",68226764,68226782
"9654","ENST00000521657","5",68226800,68226818
"9655","ENST00000517412","5",68226800,68226818
"9656","ENST00000518813","5",68298062,68298080
"9657","ENST00000523872","5",68298062,68298080
"9658","ENST00000320694","5",68298062,68298080
"9659","ENST00000521381","5",68298026,68298044
"9660","ENST00000336483","5",68298062,68298080
"9661","ENST00000521657","5",68298062,68298080
"9662","ENST00000520675","5",68279661,68279679
"9663","ENST00000521381","5",68279625,68279643
"9664","ENST00000521657","5",68279661,68279679
"9665","ENST00000520675","5",68279698,68279716
"9666","ENST00000521381","5",68279662,68279680
"9667","ENST00000521657","5",68279698,68279716
"9668","ENST00000518813","5",68298372,68298390
"9669","ENST00000523872","5",68298372,68298390
"9670","ENST00000320694","5",68298372,68298390
"9671","ENST00000521381","5",68298336,68298354
"9672","ENST00000336483","5",68298372,68298390
"9673","ENST00000521657","5",68298372,68298390
"9674","ENST00000518813","5",68298151,68298169
"9675","ENST00000523872","5",68298151,68298169
"9676","ENST00000320694","5",68298151,68298169
"9677","ENST00000521381","5",68298115,68298133
"9678","ENST00000336483","5",68298151,68298169
"9679","ENST00000521657","5",68298151,68298169
"9680","ENST00000518813","5",68292295,68292313
"9681","ENST00000518292","5",68292295,68292313
"9682","ENST00000320694","5",68292295,68292313
"9683","ENST00000523807","5",68292295,68292313
"9684","ENST00000521381","5",68292259,68292277
"9685","ENST00000336483","5",68292295,68292313
"9686","ENST00000522084","5",68292295,68292313
"9687","ENST00000521657","5",68292295,68292313
"9688","ENST00000518813","5",68293371,68293389
"9689","ENST00000523872","5",68293371,68293389
"9690","ENST00000518292","5",68293371,68293389
"9691","ENST00000519025","5",68293371,68293389
"9692","ENST00000320694","5",68293371,68293389
"9693","ENST00000521381","5",68293335,68293353
"9694","ENST00000520550","5",68293371,68293389
"9695","ENST00000336483","5",68293371,68293389
"9696","ENST00000517698","5",68293371,68293389
"9697","ENST00000521409","5",68293371,68293389
"9698","ENST00000521657","5",68293371,68293389
"9699","ENST00000518813","5",68293821,68293834
"9700","ENST00000518813","5",68294535,68294540
"9701","ENST00000523872","5",68293821,68293834
"9702","ENST00000523872","5",68294535,68294540
"9703","ENST00000519025","5",68293821,68293834
"9704","ENST00000519025","5",68294535,68294540
"9705","ENST00000320694","5",68293821,68293834
"9706","ENST00000320694","5",68294535,68294540
"9707","ENST00000521381","5",68293785,68293803
"9708","ENST00000520550","5",68293821,68293834
"9709","ENST00000520550","5",68294535,68294540
"9710","ENST00000336483","5",68293821,68293834
"9711","ENST00000336483","5",68294535,68294540
"9712","ENST00000517698","5",68293821,68293834
"9713","ENST00000517698","5",68294535,68294540
"9714","ENST00000521409","5",68293821,68293834
"9715","ENST00000521409","5",68294535,68294540
"9716","ENST00000521657","5",68293821,68293834
"9717","ENST00000521657","5",68294535,68294540
"9718","ENST00000518813","5",68294601,68294619
"9719","ENST00000523872","5",68294601,68294619
"9720","ENST00000519025","5",68294601,68294619
"9721","ENST00000320694","5",68294601,68294619
"9722","ENST00000521381","5",68294565,68294583
"9723","ENST00000520550","5",68294601,68294619
"9724","ENST00000336483","5",68294601,68294619
"9725","ENST00000517698","5",68294601,68294619
"9726","ENST00000521657","5",68294601,68294619
"9727","ENST00000523807","5",68280973,68280991
"9728","ENST00000521381","5",68280937,68280955
"9729","ENST00000522084","5",68280973,68280991
"9730","ENST00000521657","5",68280973,68280991
"9731","ENST00000518813","5",68297664,68297682
"9732","ENST00000523872","5",68297664,68297682
"9733","ENST00000320694","5",68297664,68297682
"9734","ENST00000521381","5",68297628,68297646
"9735","ENST00000336483","5",68297664,68297682
"9736","ENST00000521657","5",68297664,68297682
"9737","ENST00000518813","5",68295210,68295228
"9738","ENST00000523872","5",68295210,68295228
"9739","ENST00000320694","5",68295210,68295228
"9740","ENST00000521381","5",68295174,68295192
"9741","ENST00000520550","5",68295210,68295228
"9742","ENST00000336483","5",68295210,68295228
"9743","ENST00000517698","5",68295210,68295228
"9744","ENST00000521657","5",68295210,68295228
"9745","ENST00000518813","5",68294649,68294667
"9746","ENST00000523872","5",68294649,68294667
"9747","ENST00000320694","5",68294649,68294667
"9748","ENST00000521381","5",68294613,68294631
"9749","ENST00000520550","5",68294649,68294667
"9750","ENST00000336483","5",68294649,68294667
"9751","ENST00000517698","5",68294649,68294667
"9752","ENST00000521657","5",68294649,68294667
"9753","ENST00000518813","5",68295299,68295317
"9754","ENST00000523872","5",68295299,68295317
"9755","ENST00000320694","5",68295299,68295317
"9756","ENST00000521381","5",68295263,68295281
"9757","ENST00000520550","5",68295299,68295317
"9758","ENST00000336483","5",68295299,68295317
"9759","ENST00000517698","5",68295299,68295317
"9760","ENST00000521657","5",68295299,68295317
"9761","ENST00000367466","1",186977725,186977743
"9762","ENST00000367466","1",186932782,186932800
"9763","ENST00000367466","1",186940034,186940052
"9764","ENST00000367466","1",186946689,186946707
"9765","ENST00000367466","1",186956165,186956183
"9766","ENST00000367466","1",186946908,186946926
"9767","ENST00000367466","1",186940030,186940048
"9768","ENST00000367466","1",186965497,186965515
"9769","ENST00000367466","1",186946691,186946709
"9770","ENST00000367466","1",186911255,186911273
"9771","ENST00000466600","1",186911251,186911269
"9772","ENST00000367466","1",186977732,186977750
"9773","ENST00000367466","1",186946686,186946704
"9774","ENST00000367466","1",186946901,186946919
"9775","ENST00000367466","1",186946914,186946932
"9776","ENST00000367466","1",186965478,186965496
"9777","ENST00000367466","1",186946916,186946934
"9778","ENST00000367466","1",186977608,186977626
"9779","ENST00000367466","1",186946912,186946930
"9780","ENST00000367466","1",186965475,186965493
"9781","ENST00000367466","1",186946772,186946774
"9782","ENST00000367466","1",186946868,186946884
"9783","ENST00000367466","1",186965470,186965488
"9784","ENST00000367466","1",186965494,186965512
"9785","ENST00000367466","1",186977675,186977693
"9786","ENST00000367466","1",186940032,186940050
"9787","ENST00000367466","1",186977617,186977635
"9788","ENST00000367466","1",186977728,186977746
"9789","ENST00000367466","1",186977671,186977689
"9790","ENST00000367466","1",186946693,186946711
"9791","ENST00000367466","1",186977677,186977695
"9792","ENST00000367466","1",186946905,186946923
"9793","ENST00000367466","1",186946695,186946713
"9794","ENST00000367466","1",186946910,186946928
"9795","ENST00000367466","1",186946869,186946887
"9796","ENST00000367466","1",186870486,186870504
"9797","ENST00000466600","1",186870482,186870500
"9798","ENST00000367466","1",186977722,186977740
"9799","ENST00000367466","1",186965472,186965490
"9800","ENST00000367466","1",186977611,186977629
"9801","ENST00000367466","1",186977614,186977632
"9802","ENST00000367466","1",186977673,186977691
"9803","ENST00000367466","1",186956246,186956264
"9804","ENST00000590853","19",14117501,14117512
"9805","ENST00000590853","19",14107400,14107409
"9806","ENST00000308677","19",14107382,14107402
"9807","ENST00000588209","19",14100854,14100874
"9808","ENST00000587372","19",14100854,14100874
"9809","ENST00000308677","19",14100836,14100856
"9810","ENST00000593092","19",14100854,14100874
"9811","ENST00000589994","19",14100854,14100874
"9812","ENST00000350356","19",14100854,14100874
"9813","ENST00000536649","19",14100854,14100874
"9814","ENST00000590853","19",14117526,14117546
"9815","ENST00000308677","19",14117508,14117528
"9816","ENST00000590853","19",14117540,14117560
"9817","ENST00000308677","19",14117522,14117542
"9818","ENST00000590853","19",14092109,14092129
"9819","ENST00000308677","19",14092091,14092111
"9820","ENST00000350356","19",14092109,14092129
"9821","ENST00000590853","19",14117530,14117550
"9822","ENST00000308677","19",14117512,14117532
"9823","ENST00000590853","19",14117542,14117562
"9824","ENST00000308677","19",14117524,14117544
"9825","ENST00000588209","19",14093663,14093683
"9826","ENST00000308677","19",14093645,14093665
"9827","ENST00000589994","19",14093663,14093683
"9828","ENST00000350356","19",14093663,14093683
"9829","ENST00000308677","19",14091910,14091930
"9830","ENST00000350356","19",14091928,14091948
"9831","ENST00000588209","19",14097400,14097420
"9832","ENST00000587533","19",14097400,14097420
"9833","ENST00000587372","19",14097400,14097420
"9834","ENST00000308677","19",14097382,14097402
"9835","ENST00000593092","19",14097400,14097420
"9836","ENST00000589994","19",14097400,14097420
"9837","ENST00000350356","19",14097400,14097420
"9838","ENST00000536649","19",14097400,14097420
"9839","ENST00000590853","19",14092592,14092612
"9840","ENST00000308677","19",14092574,14092594
"9841","ENST00000350356","19",14092592,14092612
"9842","ENST00000590853","19",14092658,14092678
"9843","ENST00000308677","19",14092640,14092660
"9844","ENST00000350356","19",14092658,14092678
"9845","ENST00000590853","19",14117546,14117566
"9846","ENST00000308677","19",14117528,14117548
"9847","ENST00000590853","19",14117544,14117564
"9848","ENST00000308677","19",14117526,14117546
"9849","ENST00000590853","19",14092463,14092483
"9850","ENST00000308677","19",14092445,14092465
"9851","ENST00000350356","19",14092463,14092483
"9852","ENST00000587372","19",14106759,14106779
"9853","ENST00000589284","19",14106759,14106779
"9854","ENST00000308677","19",14106759,14106761
"9855","ENST00000308677","19",14102896,14102914
"9856","ENST00000593092","19",14106759,14106779
"9857","ENST00000589994","19",14106759,14106779
"9858","ENST00000350356","19",14106759,14106779
"9859","ENST00000536649","19",14106759,14106779
"9860","ENST00000588209","19",14093754,14093774
"9861","ENST00000308677","19",14093736,14093756
"9862","ENST00000589994","19",14093754,14093774
"9863","ENST00000350356","19",14093754,14093774
"9864","ENST00000587372","19",14102815,14102829
"9865","ENST00000587372","19",14100902,14100908
"9866","ENST00000308677","19",14100884,14100904
"9867","ENST00000593092","19",14102815,14102829
"9868","ENST00000593092","19",14100902,14100908
"9869","ENST00000589994","19",14102815,14102829
"9870","ENST00000589994","19",14100902,14100908
"9871","ENST00000350356","19",14102815,14102829
"9872","ENST00000350356","19",14100902,14100908
"9873","ENST00000536649","19",14102815,14102829
"9874","ENST00000536649","19",14100902,14100908
"9875","ENST00000587372","19",14102858,14102878
"9876","ENST00000308677","19",14102840,14102860
"9877","ENST00000593092","19",14102858,14102878
"9878","ENST00000589994","19",14102858,14102878
"9879","ENST00000350356","19",14102858,14102878
"9880","ENST00000536649","19",14102858,14102878
"9881","ENST00000588209","19",14097815,14097835
"9882","ENST00000587533","19",14097815,14097835
"9883","ENST00000587372","19",14097815,14097835
"9884","ENST00000308677","19",14097797,14097817
"9885","ENST00000593092","19",14097815,14097835
"9886","ENST00000589994","19",14097815,14097835
"9887","ENST00000350356","19",14097815,14097835
"9888","ENST00000536649","19",14097815,14097835
"9889","ENST00000588209","19",14097635,14097655
"9890","ENST00000587533","19",14097635,14097655
"9891","ENST00000587372","19",14097635,14097655
"9892","ENST00000308677","19",14097617,14097637
"9893","ENST00000593092","19",14097635,14097655
"9894","ENST00000589994","19",14097635,14097655
"9895","ENST00000350356","19",14097635,14097655
"9896","ENST00000536649","19",14097635,14097655
"9897","ENST00000590853","19",14092193,14092213
"9898","ENST00000308677","19",14092175,14092195
"9899","ENST00000350356","19",14092193,14092213
"9900","ENST00000590853","19",14092057,14092077
"9901","ENST00000308677","19",14092039,14092059
"9902","ENST00000350356","19",14092057,14092077
"9903","ENST00000587372","19",14093102,14093122
"9904","ENST00000308677","19",14093084,14093104
"9905","ENST00000589994","19",14093102,14093122
"9906","ENST00000350356","19",14093102,14093122
"9907","ENST00000590853","19",14117528,14117548
"9908","ENST00000308677","19",14117510,14117530
"9909","ENST00000590853","19",14117532,14117552
"9910","ENST00000308677","19",14117514,14117534
"9911","ENST00000587372","19",14093167,14093187
"9912","ENST00000308677","19",14093149,14093169
"9913","ENST00000589994","19",14093167,14093187
"9914","ENST00000350356","19",14093167,14093187
"9915","ENST00000590853","19",14092361,14092381
"9916","ENST00000308677","19",14092343,14092363
"9917","ENST00000350356","19",14092361,14092381
"9918","ENST00000308677","19",14091698,14091718
"9919","ENST00000350356","19",14091716,14091736
"9920","ENST00000308677","19",14092012,14092032
"9921","ENST00000350356","19",14092030,14092050
"9922","ENST00000587372","19",14106815,14106835
"9923","ENST00000589284","19",14106815,14106835
"9924","ENST00000308677","19",14106797,14106817
"9925","ENST00000593092","19",14106815,14106835
"9926","ENST00000589994","19",14106815,14106835
"9927","ENST00000350356","19",14106815,14106835
"9928","ENST00000536649","19",14106815,14106835
"9929","ENST00000590853","19",14117538,14117558
"9930","ENST00000308677","19",14117520,14117540
"9931","ENST00000590853","19",14117536,14117556
"9932","ENST00000308677","19",14117518,14117538
"9933","ENST00000308677","19",14092901,14092921
"9934","ENST00000350356","19",14092919,14092939
"9935","ENST00000590853","19",14117534,14117554
"9936","ENST00000308677","19",14117516,14117536
"9937","ENST00000308677","19",14091867,14091887
"9938","ENST00000350356","19",14091885,14091905
"9939","ENST00000308677","19",14091757,14091777
"9940","ENST00000350356","19",14091775,14091795
"9941","ENST00000590853","19",14117586,14117606
"9942","ENST00000308677","19",14117568,14117588
"9943","ENST00000589284","19",14106863,14106883
"9944","ENST00000308677","19",14106845,14106865
"9945","ENST00000593092","19",14106863,14106883
"9946","ENST00000589994","19",14106863,14106883
"9947","ENST00000350356","19",14106863,14106883
"9948","ENST00000536649","19",14106863,14106883
"9949","ENST00000265563","3",48752283,48752303
"9950","ENST00000454963","3",48756378,48756392
"9951","ENST00000454963","3",48752311,48752317
"9952","ENST00000265563","3",48765043,48765063
"9953","ENST00000296446","3",48765247,48765260
"9954","ENST00000296446","3",48765071,48765078
"9955","ENST00000438535","3",48765247,48765260
"9956","ENST00000438535","3",48765071,48765078
"9957","ENST00000454963","3",48765247,48765260
"9958","ENST00000454963","3",48765071,48765078
"9959","ENST00000265563","3",48751606,48751626
"9960","ENST00000457914","3",48751634,48751654
"9961","ENST00000296446","3",48751634,48751654
"9962","ENST00000438535","3",48751634,48751654
"9963","ENST00000454963","3",48751634,48751654
"9964","ENST00000265563","3",48847567,48847587
"9965","ENST00000419216","3",48847595,48847615
"9966","ENST00000296446","3",48847595,48847615
"9967","ENST00000454963","3",48847595,48847615
"9968","ENST00000265563","3",48751419,48751439
"9969","ENST00000296446","3",48751447,48751467
"9970","ENST00000438535","3",48751447,48751467
"9971","ENST00000265563","3",48847607,48847627
"9972","ENST00000419216","3",48847635,48847655
"9973","ENST00000296446","3",48847635,48847655
"9974","ENST00000454963","3",48847635,48847655
"9975","ENST00000265563","3",48773058,48773078
"9976","ENST00000296446","3",48773086,48773106
"9977","ENST00000437821","3",48773086,48773106
"9978","ENST00000454963","3",48773086,48773106
"9979","ENST00000265563","3",48847726,48847746
"9980","ENST00000419216","3",48847754,48847774
"9981","ENST00000296446","3",48847754,48847774
"9982","ENST00000454963","3",48847754,48847774
"9983","ENST00000265563","3",48847549,48847569
"9984","ENST00000419216","3",48847577,48847597
"9985","ENST00000296446","3",48847577,48847597
"9986","ENST00000454963","3",48847577,48847597
"9987","ENST00000265563","3",48772976,48772996
"9988","ENST00000296446","3",48773004,48773024
"9989","ENST00000437821","3",48773004,48773024
"9990","ENST00000454963","3",48773004,48773024
"9991","ENST00000265563","3",48751337,48751357
"9992","ENST00000296446","3",48751365,48751385
"9993","ENST00000438535","3",48751365,48751385
"9994","ENST00000437821","3",48751365,48751385
"9995","ENST00000265563","3",48847524,48847544
"9996","ENST00000419216","3",48847552,48847572
"9997","ENST00000296446","3",48847552,48847572
"9998","ENST00000454963","3",48847552,48847572
"9999","ENST00000265563","3",48847449,48847469
"10000","ENST00000419216","3",48847477,48847497
"10001","ENST00000296446","3",48847477,48847497
"10002","ENST00000454963","3",48847477,48847497
"10003","ENST00000265563","3",48847561,48847581
"10004","ENST00000419216","3",48847589,48847609
"10005","ENST00000296446","3",48847589,48847609
"10006","ENST00000454963","3",48847589,48847609
"10007","ENST00000265563","3",48847547,48847567
"10008","ENST00000419216","3",48847575,48847595
"10009","ENST00000296446","3",48847575,48847595
"10010","ENST00000454963","3",48847575,48847595
"10011","ENST00000265563","3",48756417,48756437
"10012","ENST00000296446","3",48765004,48765024
"10013","ENST00000438535","3",48765004,48765024
"10014","ENST00000454963","3",48765004,48765024
"10015","ENST00000265563","3",48782997,48783017
"10016","ENST00000296446","3",48783025,48783045
"10017","ENST00000437821","3",48783025,48783045
"10018","ENST00000454963","3",48783025,48783045
"10019","ENST00000265563","3",48751499,48751519
"10020","ENST00000296446","3",48751527,48751547
"10021","ENST00000438535","3",48751527,48751547
"10022","ENST00000265563","3",48751562,48751582
"10023","ENST00000457914","3",48751590,48751610
"10024","ENST00000296446","3",48751590,48751610
"10025","ENST00000438535","3",48751590,48751610
"10026","ENST00000454963","3",48751590,48751610
"10027","ENST00000265563","3",48790543,48790553
"10028","ENST00000265563","3",48783082,48783092
"10029","ENST00000296446","3",48790561,48790581
"10030","ENST00000437821","3",48790561,48790581
"10031","ENST00000454963","3",48790561,48790581
"10032","ENST00000265563","3",48847551,48847571
"10033","ENST00000419216","3",48847579,48847599
"10034","ENST00000296446","3",48847579,48847599
"10035","ENST00000454963","3",48847579,48847599
"10036","ENST00000265563","3",48847553,48847573
"10037","ENST00000419216","3",48847581,48847601
"10038","ENST00000296446","3",48847581,48847601
"10039","ENST00000454963","3",48847581,48847601
"10040","ENST00000265563","3",48807648,48807663
"10041","ENST00000265563","3",48794044,48794049
"10042","ENST00000296446","3",48847334,48847341
"10043","ENST00000296446","3",48807671,48807684
"10044","ENST00000454963","3",48847334,48847341
"10045","ENST00000454963","3",48807671,48807684
"10046","ENST00000265563","3",48790605,48790625
"10047","ENST00000419216","3",48794002,48794022
"10048","ENST00000296446","3",48794002,48794022
"10049","ENST00000454963","3",48794002,48794022
"10050","ENST00000265563","3",48751460,48751480
"10051","ENST00000296446","3",48751488,48751508
"10052","ENST00000438535","3",48751488,48751508
"10053","ENST00000265563","3",48847563,48847583
"10054","ENST00000419216","3",48847591,48847611
"10055","ENST00000296446","3",48847591,48847611
"10056","ENST00000454963","3",48847591,48847611
"10057","ENST00000265563","3",48751229,48751249
"10058","ENST00000296446","3",48751257,48751277
"10059","ENST00000437821","3",48751257,48751277
"10060","ENST00000265563","3",48752193,48752213
"10061","ENST00000457914","3",48752221,48752241
"10062","ENST00000296446","3",48752221,48752241
"10063","ENST00000454963","3",48752221,48752241
"10064","ENST00000265563","3",48847557,48847577
"10065","ENST00000419216","3",48847585,48847605
"10066","ENST00000296446","3",48847585,48847605
"10067","ENST00000454963","3",48847585,48847605
"10068","ENST00000265563","3",48847555,48847575
"10069","ENST00000419216","3",48847583,48847603
"10070","ENST00000296446","3",48847583,48847603
"10071","ENST00000454963","3",48847583,48847603
"10072","ENST00000265563","3",48751375,48751395
"10073","ENST00000296446","3",48751403,48751423
"10074","ENST00000438535","3",48751403,48751423
"10075","ENST00000265563","3",48847559,48847579
"10076","ENST00000419216","3",48847587,48847607
"10077","ENST00000296446","3",48847587,48847607
"10078","ENST00000454963","3",48847587,48847607
"10079","ENST00000265563","3",48752238,48752258
"10080","ENST00000457914","3",48752266,48752286
"10081","ENST00000296446","3",48752266,48752286
"10082","ENST00000454963","3",48752266,48752286
"10083","ENST00000265563","3",48751551,48751571
"10084","ENST00000296446","3",48751579,48751599
"10085","ENST00000438535","3",48751579,48751599
"10086","ENST00000265563","3",48751686,48751706
"10087","ENST00000457914","3",48752175,48752191
"10088","ENST00000457914","3",48751714,48751718
"10089","ENST00000296446","3",48752175,48752191
"10090","ENST00000296446","3",48751714,48751718
"10091","ENST00000454963","3",48752175,48752191
"10092","ENST00000454963","3",48751714,48751718
"10093","ENST00000265563","3",48751273,48751293
"10094","ENST00000296446","3",48751301,48751321
"10095","ENST00000437821","3",48751301,48751321
"10096","ENST00000265563","3",48847670,48847690
"10097","ENST00000419216","3",48847698,48847718
"10098","ENST00000296446","3",48847698,48847718
"10099","ENST00000454963","3",48847698,48847718
"10100","ENST00000265563","3",48765302,48765322
"10101","ENST00000296446","3",48772954,48772955
"10102","ENST00000296446","3",48765330,48765349
"10103","ENST00000438535","3",48765330,48765350
"10104","ENST00000437821","3",48772954,48772955
"10105","ENST00000437821","3",48765330,48765349
"10106","ENST00000454963","3",48772954,48772955
"10107","ENST00000454963","3",48765330,48765349
"10108","ENST00000265563","3",48751645,48751665
"10109","ENST00000457914","3",48751673,48751693
"10110","ENST00000296446","3",48751673,48751693
"10111","ENST00000438535","3",48751673,48751693
"10112","ENST00000454963","3",48751673,48751693
"10113","ENST00000265563","3",48847565,48847585
"10114","ENST00000419216","3",48847593,48847613
"10115","ENST00000296446","3",48847593,48847613
"10116","ENST00000454963","3",48847593,48847613
"10117","ENST00000413366","17",66804264,66804284
"10118","ENST00000413366","17",66804403,66804423
"10119","ENST00000413366","17",66496202,66496222
"10120","ENST00000583361","17",66302845,66302865
"10121","ENST00000578063","17",66302845,66302865
"10122","ENST00000413366","17",66496224,66496244
"10123","ENST00000284384","17",66302867,66302887
"10124","ENST00000583361","17",66302867,66302887
"10125","ENST00000578063","17",66302867,66302887
"10126","ENST00000413366","17",66804247,66804267
"10127","ENST00000413366","17",66788934,66788954
"10128","ENST00000413366","17",66496208,66496228
"10129","ENST00000583361","17",66302851,66302871
"10130","ENST00000578063","17",66302851,66302871
"10131","ENST00000413366","17",66804397,66804417
"10132","ENST00000413366","17",66496272,66496283
"10133","ENST00000413366","17",66641354,66641363
"10134","ENST00000284384","17",66302915,66302935
"10135","ENST00000583361","17",66302915,66302935
"10136","ENST00000578063","17",66302915,66302935
"10137","ENST00000413366","17",66804211,66804231
"10138","ENST00000413366","17",66804421,66804441
"10139","ENST00000413366","17",66804354,66804374
"10140","ENST00000413366","17",66804282,66804302
"10141","ENST00000413366","17",66687227,66687247
"10142","ENST00000284384","17",66645415,66645435
"10143","ENST00000578063","17",66645415,66645435
"10144","ENST00000462694","10",87894079,87894097
"10145","ENST00000371953","10",87864091,87864109
"10146","ENST00000371953","10",87957939,87957957
"10147","ENST00000371953","10",87863739,87863757
"10148","ENST00000371953","10",87864528,87864546
"10149","ENST00000371953","10",87863502,87863520
"10150","ENST00000498703","10",87933228,87933246
"10151","ENST00000371953","10",87864426,87864444
"10152","ENST00000462694","10",87864540,87864548
"10153","ENST00000462694","10",87894024,87894034
"10154","ENST00000371953","10",87864028,87864046
"10155","ENST00000371953","10",87965476,87965494
"10156","ENST00000371953","10",87965799,87965817
"10157","ENST00000371953","10",87863415,87863433
"10158","ENST00000498703","10",87933142,87933160
"10159","ENST00000371953","10",87864340,87864358
"10160","ENST00000498703","10",87933066,87933084
"10161","ENST00000371953","10",87864264,87864282
"10162","ENST00000371953","10",87952258,87952259
"10163","ENST00000371953","10",87957852,87957869
"10164","ENST00000371953","10",87952176,87952194
"10165","ENST00000371953","10",87863121,87863139
"10166","ENST00000371953","10",87863679,87863697
"10167","ENST00000371953","10",87965517,87965535
"10168","ENST00000472832","10",87957877,87957895
"10169","ENST00000371953","10",87894092,87894109
"10170","ENST00000371953","10",87925512,87925513
"10171","ENST00000371953","10",87965311,87965329
"10172","ENST00000371953","10",87863345,87863363
"10173","ENST00000371953","10",87961068,87961086
"10174","ENST00000371953","10",87965555,87965573
"10175","ENST00000472832","10",87957975,87957993
"10176","ENST00000371953","10",87931081,87931089
"10177","ENST00000371953","10",87933012,87933022
"10178","ENST00000462694","10",87864482,87864500
"10179","ENST00000487939","10",87864482,87864500
"10180","ENST00000371953","10",87863970,87863988
"10181","ENST00000371953","10",87863593,87863611
"10182","ENST00000371953","10",87863813,87863831
"10183","ENST00000498703","10",87931063,87931081
"10184","ENST00000371953","10",87864184,87864202
"10185","ENST00000371953","10",87863238,87863256
"10186","ENST00000472832","10",87960973,87960991
"10187","ENST00000371953","10",87933128,87933146
"10188","ENST00000371953","10",87965661,87965679
"10189","ENST00000371953","10",87864463,87864481
"10190","ENST00000371953","10",87965748,87965766
"10191","ENST00000371953","10",87958018,87958019
"10192","ENST00000371953","10",87960893,87960910
"10193","ENST00000371953","10",87863874,87863892
"10194","ENST00000472832","10",87961077,87961095
"10195","ENST00000371953","10",87933232,87933250
"10196","ENST00000472832","10",87960912,87960930
"10197","ENST00000371953","10",87933067,87933085
"10198","ENST00000371953","10",87960948,87960966
"10199","ENST00000351677","12",112454629,112454649
"10200","ENST00000530818","12",112454629,112454649
"10201","ENST00000635625","12",112454629,112454649
"10202","ENST00000392597","12",112454629,112454649
"10203","ENST00000351677","12",112482188,112482205
"10204","ENST00000351677","12",112486474,112486477
"10205","ENST00000392597","12",112482188,112482205
"10206","ENST00000392597","12",112486474,112486477
"10207","ENST00000351677","12",112504711,112504731
"10208","ENST00000635625","12",112504711,112504731
"10209","ENST00000351677","12",112419092,112419112
"10210","ENST00000392597","12",112419092,112419112
"10211","ENST00000351677","12",112453340,112453360
"10212","ENST00000530818","12",112453340,112453360
"10213","ENST00000635625","12",112453340,112453360
"10214","ENST00000392597","12",112453340,112453360
"10215","ENST00000351677","12",112419096,112419116
"10216","ENST00000392597","12",112419096,112419116
"10217","ENST00000351677","12",112450478,112450498
"10218","ENST00000635625","12",112450478,112450498
"10219","ENST00000392597","12",112450478,112450498
"10220","ENST00000351677","12",112456008,112456028
"10221","ENST00000530818","12",112456008,112456028
"10222","ENST00000635625","12",112456008,112456028
"10223","ENST00000392597","12",112456008,112456028
"10224","ENST00000351677","12",112505903,112505923
"10225","ENST00000351677","12",112477699,112477719
"10226","ENST00000635625","12",112477699,112477719
"10227","ENST00000392597","12",112477699,112477719
"10228","ENST00000351677","12",112450409,112450429
"10229","ENST00000635625","12",112450409,112450429
"10230","ENST00000392597","12",112450409,112450429
"10231","ENST00000351677","12",112419066,112419086
"10232","ENST00000392597","12",112419066,112419086
"10233","ENST00000351677","12",112488468,112488488
"10234","ENST00000635652","12",112488468,112488488
"10235","ENST00000635625","12",112488468,112488488
"10236","ENST00000351677","12",112419094,112419114
"10237","ENST00000392597","12",112419094,112419114
"10238","ENST00000351677","12",112419108,112419125
"10239","ENST00000351677","12",112446275,112446278
"10240","ENST00000392597","12",112419108,112419125
"10241","ENST00000392597","12",112446275,112446278
"10242","ENST00000351677","12",112419098,112419118
"10243","ENST00000392597","12",112419098,112419118
